	title	courier_id	record_number	page_numbers
4466	Social pioneers come of age	120395	120400	[(15, '15')]
4467	Sport medicine: to heal or to win?	120395	120413	[(1, '1'), (2, '2')]
4468	Tim Berners-Lee: the Web's brainchild	120395	120417	[]
4469	Tomorrow's humane economy	120395	120402	[]
4470	Unequal gains	120395	120403	[(15, '15')]
4471	Venice: duels over troubled waters	120395	120397	[(1, '1')]
4472	The Bangkok Declaration: regional meeting for Asia	096120	96128	[(44, '44')]
4473	The Cairo Declaration on Human Rights in Islam	096120	96129	[(44, '44')]
4474	Edouard J. Maunick talks to Jasmina Sopova	096120	96106	[(4, '4')]
4475	Free speech, democracy's watchdog: censorship is a threat to human rights	096120	96111	[]
4476	Haiti: King Henry's fabulous works	096120	96117	[(3, '3')]
4477	A New departure	096120	96116	[(3, '3'), (38, '38')]
4478	NGOs: the fight to be heard	096120	96109	[(3, '3')]
4479	One and indivisible: the dangers of an à la carte approach to human rights	096120	96110	[]
4480	The Rights of all	096120	96115	[(3, '3'), (37, '37'), (43, '43')]
4481	The San José Declaration: regional meeting for Latin America and the Caribbean	096120	96127	[(43, '43')]
4482	Seedplot for the future: the results of the Vienna Conference will take time to bear fruit	096120	96114	[]
4483	Small islands: dreams and realities	096120	96112	[(1, '1'), (3, '3')]
4484	States of bondage	096120	96113	[(3, '3')]
4485	The Tunis Declaration: regional meeting for Africa	096120	96126	[(42, '42')]
4486	The U-word	096120	96108	[(3, '3'), (9, '9')]
4487	Venice: a picture of harmony	096120	96118	[(3, '3')]
4488	The Vienna Declaration and Programme of Action adopted 25 June 1993	096120	96121	[]
4489	The Birthright of humanity	096120	96107	[(3, '3'), (8, '8')]
4490	A Bank for the poor	105001	104984	[(3, '3'), (21, '21')]
4491	Colonia del Sacramento remembers its turbulent past	105001	104999	[(3, '3'), (46, '46')]
4492	Enterprise in Africa	105001	104988	[(3, '3'), (30, '30')]
4493	Isabelle Leymarie talks to David Sanchez	105001	105000	[(48, '48')]
4494	Latin America: ACCION speaks louder than words	105001	104987	[]
4495	Microfinance in Indonesia	105001	104986	[(3, '3'), (24, '24')]
4496	A New weapon in the war on poverty	105001	104980	[(3, '3'), (12, '12')]
4497	Peace education is only meaningful if it leads to action	105001	104976	[]
4498	People and plants	105001	104997	[(1, '1'), (3, '3'), (42, '42'), (44, '44')]
4499	Reaching the unreached	105001	104977	[(3, '3'), (10, '10')]
4500	Three golden rules	105001	104982	[(3, '3'), (16, '16')]
4501	Three microcredit schemes in Europe	105001	104990	[(3, '3')]
4502	Village banking: a report from 5 countries	105001	104989	[(3, '3'), (32, '32')]
4503	What is poverty?	105001	104992	[(39, '39')]
4504	Where credit is due	105001	104983	[(3, '3'), (18, '18')]
4505	Education, the seedbed of the future	105001	104995	[]
4506	Banks for eyesight	063847	63849	[(3, '3'), (15, '15'), (16, '16')]
4507	Blood vessels in bottles	063847	63851	[(3, '3')]
4508	Microphotography reveals the invisible world	063847	63853	[(3, '3'), (20, '20')]
4509	Strobophotography sees what our eyes do not see	063847	63854	[]
4510	World profile of leisure and learning	063847	63848	[(3, '3'), (14, '14')]
4511	The Baptism of Kiev: a thousand years ago, the birth of a Christian nation	079702	79703	[]
4512	Beauty, sanctity and truth: the philosophy of the icon	079702	79704	[]
4513	Byron, the rebel	079702	79708	[(2, '2'), (30, '30')]
4514	César Vallejo: a revolutionary voice in modern poetry	079702	79710	[(2, '2'), (34, '34')]
4515	Everyday life and letters in ancient Russia	079702	79707	[(2, '2')]
4516	The 'Golden ring'	079702	79705	[(2, '2'), (14, '14')]
4517	The Long struggle for liberation; reflections on the abolition of slavery in Brazil	079702	79711	[(36, '36')]
4518	Milestones on the road to freedom	079702	79712	[(2, '2'), (38, '38')]
4519	René Char: a tribute	079702	79709	[(33, '33')]
4520	A Thousand-year heritage	079702	79706	[(2, '2'), (16, '16')]
4521	Barcelona, cultural crossroads	137745	137750	[(3, '3'), (18, '18')]
4522	Fictional prevention	137745	137755	[(43, '43')]
4523	Just a mouse click away: school for Kazakh children	137745	137747	[(3, '3'), (8, '8')]
4524	Kenyan truck drivers take a gamble	137745	137753	[(38, '38')]
4525	Mixed results for Thailand	137745	137754	[(40, '40')]
4526	The Price of school fees	137745	137749	[(1, '1'), (3, '3'), (14, '14')]
4527	Russian Federation: a question of attitude	137745	137752	[(35, '35')]
4528	Sciences lose their glamour	137745	137748	[(1, '1'), (3, '3'), (11, '11')]
4529	Shock therapy in Brazil	137745	137756	[(46, '46')]
4530	Talking to James Morris: a hungry person can't think or work	137745	137746	[]
4531	Tea in the Sahara	137745	137751	[(3, '3'), (52, '52')]
4532	Barges ahoy!	074701	56307	[(3, '3'), (15, '15')]
4533	The Goddess who came down to earth	074701	56309	[(3, '3'), (23, '23')]
4534	The Great river flows east	074701	56313	[(3, '3'), (35, '35')]
4535	Matushka'	074701	56312	[(3, '3'), (32, '32')]
4536	Memoirs of Europe's mainstream	074701	56308	[(3, '3'), (16, '16')]
4537	The Moving highways of history	074701	56301	[(3, '3'), (4, '4')]
4538	The Stream of American consciousness	074701	56310	[(3, '3'), (26, '26')]
4539	Uncommon heritage	074701	56311	[(3, '3'), (29, '29')]
4540	A Universe of water	074701	56305	[(3, '3'), (8, '8')]
4541	Waters of life	074701	56306	[(3, '3'), (12, '12')]
4542	Bartolomé de Las Casas: 'the apostle of the Indians'	074929	63529	[(3, '3'), (28, '28')]
4543	Cartagena de Indias: 'a city with a soul'	074929	63530	[(3, '3'), (33, '33')]
4544	In defence of folklore	074929	63527	[(3, '3'), (23, '23')]
4545	Johann Sebastian Bach: 'between memory and prophecy'	074929	63525	[(3, '3'), (17, '17')]
4546	Latin American woman: 'an elusive shadow'	074929	63522	[(3, '3')]
4547	Niels Bohr: a pragmatic genius	074929	63526	[(3, '3')]
4548	UNESCO and the preservation and protection of folklore	074929	63528	[(3, '3'), (27, '27')]
4549	Women of the Mediterranean: 'a shared destiny'	074929	63520	[(3, '3')]
4550	Women under apartheid: 'a triple oppression'	074929	63523	[(3, '3'), (14, '14')]
4551	Basque literature and the oral tradition	066321	65862	[(3, '3'), (33, '33')]
4552	The Chronicle of Michoacán: testament of a people	066321	63806	[(3, '3')]
4553	The Glory of the spoken	066321	64290	[(3, '3'), (21, '21')]
4554	The Kalevala; the birth of Finland's national epic	066321	65515	[(3, '3')]
4555	The Kalevala and the flowering of Finnish art	066321	63466	[(3, '3'), (12, '12')]
4556	The Lay of Igor's Campaign	066321	64261	[(3, '3'), (17, '17'), (18, '18')]
4557	Liu Jingting, prince of story-tellers	066321	65851	[(3, '3'), (28, '28')]
4558	The Living voice	066321	65514	[(3, '3'), (4, '4')]
4559	The Love-story of Hir and Ranjha	066321	65860	[(3, '3'), (32, '32')]
4560	Shaka the Great	066321	65845	[(3, '3'), (20, '20'), (34, '34')]
4561	The Tale of the Heike: Japan's long-running medieval saga	066321	65849	[(3, '3'), (24, '24')]
4562	Tibet's Ge-sar epic	066321	65859	[(3, '3'), (30, '30')]
4563	Who's Who in the Mahabharata?	066321	65850	[(3, '3'), (26, '26')]
4564	The Battle for survival of the Tuareg and their herds	074838	49666	[(3, '3')]
4565	The Drama of 6,000 kilometres of Africa's Sahel	074838	49662	[(3, '3')]
4566	Land of no return?	074838	49671	[(1, '1'), (3, '3')]
4567	Nomadsland or nomansland?	074838	49663	[(3, '3'), (11, '11')]
4568	The 'Outsiders' on the trail to progress	074838	49669	[(3, '3')]
4569	Twenty thousand arrived but no one knows how many started out	074838	49670	[]
4570	The Battle of Tunisia	062906	61490	[(3, '3'), (5, '5')]
4571	Birth of a new vaccine: bacillus Calmette Guérin	062906	61493	[]
4572	The Day the river spoke; a short story	062906	61521	[(3, '3')]
4573	Maria Montessori: a vision of mankind transformed	062906	61494	[]
4574	Pantheon of Greek gods and heroes	062906	61520	[(24, '24')]
4575	Resurrection of the Eskimoes	062906	62905	[(3, '3'), (12, '12')]
4576	The Silent music of the earth	062906	61519	[(3, '3')]
4577	Super-bacilli'; a new challenge to medicine	062906	63196	[(3, '3'), (14, '14')]
4578	Tuberculosis: still 3 million deaths a year	062906	61489	[(3, '3'), (4, '4')]
4579	March 24, 1882: a momentous look into the microscope	062906	61491	[(9, '9')]
4580	The Bauhaus, 1919-1933: design for living in the modern world	074756	40993	[(3, '3')]
4581	Highlands and islands: ecosystems in danger	074756	40985	[(1, '1'), (3, '3'), (6, '6')]
4582	Maestro computer: exploring the new frontiers of sound	074756	40987	[(3, '3'), (28, '28')]
4583	Sex stereotypes in the classroom	074756	40989	[(3, '3'), (33, '33')]
4584	Beauty and the beast: man through his art	014256	15029	[]
4585	Dante: the primacy of poetry	014256	13327	[(3, '3')]
4586	Distant galaxies caught in a steel mesh	014256	11936	[(8, '8')]
4587	Messages to the stars	014256	9902	[(3, '3'), (4, '4'), (6, '6'), (10, '10')]
4588	New patterns of transport for Africa	014256	12625	[(3, '3'), (11, '11')]
4589	Beauty and the blind	123057	123042	[(20, '20'), (47, '47')]
4590	The Body jigsaw	123057	123030	[(20, '20')]
4591	China's timid coming out	123057	123037	[]
4592	Fernando Savater: the hostage of purity	123057	123056	[(3, '3')]
4593	Goodbye biology, hello software	123057	123049	[(20, '20')]
4594	I am not a hero	123057	123029	[]
4595	Illusions, scalpels and stereotypes	123057	123040	[]
4596	In and out of slavery	123057	123032	[(20, '20'), (26, '26')]
4597	India's wings of desire	123057	123033	[]
4598	Indian textiles find their patron	123057	123026	[(3, '3')]
4599	The Knot in the brain	123057	123044	[]
4600	Kuito, a child's map of war and infinity	123057	123022	[(3, '3')]
4601	A Lunchbox for longevity	123057	123047	[(20, '20')]
4602	Mexico's mercenary legacy	123057	123052	[(3, '3')]
4603	Minding the muscle tone	123057	123036	[(20, '20')]
4604	The Organ of last resort	123057	123043	[]
4605	Partnership or purse-strings: NGOs in the South speak up	123057	123050	[(3, '3')]
4606	The Passing of bodily seasons	123057	123038	[(20, '20'), (39, '39')]
4607	A Prince embroiderer without a kingdom	123057	123027	[(3, '3')]
4608	A Release from life	123057	123045	[(20, '20')]
4609	The Rise and fall of the South African six-pack	123057	123035	[]
4610	Rise of a new watchdog in Latin America	123057	123053	[(3, '3')]
4611	The Sirens of Tokyo	123057	123034	[]
4612	Taking the dress	123057	123039	[(40, '40'), (41, '41')]
4613	Tales of white elephants in South Africa's parks	123057	123025	[(3, '3')]
4614	Teflon under my skin	123057	123048	[]
4615	This park is no longer your land	123057	123023	[(3, '3'), (12, '12'), (15, '15')]
4616	Under the sun, under the knife	123057	123041	[(20, '20'), (46, '46')]
4617	Vive a trilingual Quebec!	123057	123051	[(1, '1'), (3, '3')]
4618	Advertising, my mirror	123057	123031	[]
4619	Before we are six: in ten years' time there will be 900 million children of pre-school age in the world	074803	45931	[(4, '4')]
4620	Family and State: a shared responsibility	074803	45975	[(3, '3')]
4621	India's mobile crèches; an imaginative experiment in child-care	074803	45974	[(24, '24')]
4622	It's never too early to learn	074803	45978	[(3, '3'), (28, '28')]
4623	Jean-Jacques Rousseau, the children's champion	074803	45981	[(3, '3'), (30, '30')]
4624	Love is not enough	074803	45973	[(3, '3')]
4625	Milestones: from birth to 3 years, from 3 to 6 years	074803	45935	[]
4626	School is other people: for African children the village community is one big family of teachers	074803	45967	[]
4627	Should we re-think the preschool system?	074803	45970	[]
4628	What's in a game? How the children of Zaire play to learn	074803	45968	[(3, '3'), (16, '16')]
4629	Who teaches the teachers?	074803	45983	[(3, '3'), (31, '31')]
4630	A Behind-the-scenes struggle for human rights	086025	86023	[(3, '3'), (43, '43')]
4631	Document: (a clandestine interview with) Vaclav Havel, President of the Republic of Czechoslovakia	086025	86015	[]
4632	In the hands of the Securitate	086025	86024	[(3, '3'), (45, '45')]
4633	Irony and compassion	086025	86019	[(3, '3')]
4634	The Long road to democracy	086025	86018	[(3, '3'), (19, '19')]
4635	No one will stop us...'	086025	86021	[(3, '3'), (37, '37')]
4636	The Spirit of creation	086025	86022	[(3, '3'), (39, '39')]
4637	The View from the merry-go-round	086025	86020	[(3, '3'), (31, '31')]
4638	Winds of freedom	086025	86016	[(3, '3'), (11, '11')]
4639	The Writing on the wall	086025	86017	[(3, '3'), (12, '12')]
4640	Behind the silver screen	093750	93746	[(3, '3'), (40, '40')]
4641	Double portrait with a glass of wine	093750	93733	[(3, '3'), (21, '21')]
4642	The Enchanted garden	093750	93735	[(3, '3'), (32, '32')]
4643	From France, with love	093750	93734	[(3, '3'), (22, '22')]
4644	Greenwatch: can the world feed itself without chemicals?	093750	93749	[]
4645	In search of a new language	093750	93730	[(3, '3')]
4646	Interview with Luc Ferry	093750	93729	[]
4647	Letter to a lovelorn girl	093750	93747	[(3, '3'), (43, '43')]
4648	The Love-child	093750	93731	[(3, '3'), (13, '13')]
4649	Miss Savitri and her shadow	093750	93738	[(3, '3'), (37, '37')]
4650	The Plight of the playboy in early spring	093750	93732	[(3, '3')]
4651	UNESCO and the human genome; commentary	093750	93748	[]
4652	Why Ulysses?	093750	93737	[(3, '3'), (34, '34'), (35, '35')]
4653	Behind the veil: women on both sides of the camera	084191	84186	[(3, '3'), (35, '35')]
4654	Charlie Chaplin, stranger and brother	084191	84188	[(3, '3'), (38, '38')]
4655	Creatures from inner space	084191	84181	[(3, '3'), (12, '12')]
4656	Germans screened through French eyes	084191	84183	[(3, '3'), (18, '18')]
4657	Interview (with) Jean Lacouture: Champollion, a hero of the Enlightenment	084191	84180	[(3, '3')]
4658	Macunaïma, the eternal outsider	084191	84182	[(3, '3'), (14, '14')]
4659	An Orient of myth and mystery	084191	84184	[(3, '3'), (25, '25')]
4660	Slaves of one man'	084191	84189	[(3, '3'), (44, '44'), (45, '45')]
4661	Tristan and Pavlova through the looking glass	084191	84185	[(3, '3'), (30, '30')]
4662	Understanding global change	084191	84190	[(3, '3'), (48, '48')]
4663	Behind the world programme, another view of UNESCO	073809	73822	[]
4664	Distinguished world thinkers study bases of human rights	073809	73827	[(8, '8')]
4665	Emergency Credits Plan studied	073809	74505	[]
4666	Exchange of persons programme vital to mutual understanding	073809	73821	[(6, '6')]
4667	Executive Board hears UNESCO progress report	073809	73810	[]
4668	Ideas Group formed to spur production	073809	73816	[(4, '4')]
4669	Mass Media Projects Division to dramatize world cooperation	073809	73817	[(4, '4')]
4670	Need for teamwork to be stressed	073809	73818	[(4, '4')]
4671	New international agency	073809	73813	[(1, '1'), (2, '2')]
4672	New international agency to help war orphans	073809	73811	[]
4673	Pacific Science Congress given UNESCO grant	073809	74504	[]
4674	Philippine group links people with UNESCO	073809	73826	[]
4675	Press, film, radio to be mobilized for peace	073809	73819	[(5, '5')]
4676	Technical Needs Commission studies field reports	073809	73820	[(5, '5')]
4677	U.S.A: 5 regional meetings	073809	73824	[(7, '7')]
4678	UNESCO National Commissions make programme effective	073809	73823	[(7, '7')]
4679	UNESCO's role in science, a catalysis for progress	073809	73814	[]
4680	University leaders meet at Utrecht Conference	073809	73812	[]
4681	World music catalogue to list best reproductions	073809	73828	[]
4682	Beneath the dark sun of racism...': Elias Canetti, an imaginary interview	102577	102561	[]
4683	The Golden stones of Salamanca	102577	102566	[(3, '3'), (39, '39')]
4684	Henri Atlan: the frontiers of science	102577	102556	[]
4685	The Image and the word	102577	102576	[(50, '50')]
4686	Isabelle Leymarie talks to Teresa Laredo	102577	102575	[(3, '3')]
4687	A Plea for tolerance	102577	102563	[]
4688	Race, history and culture	102577	102562	[(3, '3'), (30, '30')]
4689	Race and racial prejudice	102577	102564	[]
4690	Racism and anti-racism	102577	102558	[(14, '14')]
4691	The Rights of future generations	102577	102565	[(36, '36')]
4692	The Seeds of hate	102577	102557	[]
4693	An Unscientific notion	102577	102560	[(3, '3'), (22, '22')]
4694	Waste-free manufacturing: feasible goal or wild goose chase?	102577	102567	[]
4695	The Affirmative action debate	102577	102559	[(3, '3'), (17, '17')]
